name,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards
Harry_Arter_33,0,43,0,0,0,11,1,2,32,14.3,3,0,33,0,0,13,3,0,0,3.3,558,17.2,1,2018-08-18T11:30:00Z,18 Aug 12:30,0,0,90,1,0,15,0,0,0,0,8,0,2,0,14972,0,2,1,0,0,1.0,2,-2030,320,2350,50,True,0,1
Harry_Kane_372,0,22,0,2,1,24,0,0,18,31.0,3,0,372,0,0,19,1,1,1,12.7,897,40.0,2,2018-08-18T14:00:00Z,18 Aug 15:00,0,0,88,0,1,9,0,0,0,0,1,0,2,0,1568866,3,0,2,1,3,56.0,7,-30221,47942,78163,125,True,0,0
Harry_Maguire_220,0,41,0,0,0,25,1,7,36,0.7,1,0,220,0,0,17,0,0,0,1.8,745,17.0,0,2018-08-18T14:00:00Z,18 Aug 15:00,0,0,90,0,0,20,0,0,0,0,9,0,2,0,814141,1,0,0,0,2,0.0,5,-23861,16881,40742,55,True,0,1
Harry_Winks_368,0,3,0,0,0,3,0,0,3,0.1,0,0,368,0,0,19,0,0,0,0.0,893,0.2,0,2018-08-18T14:00:00Z,18 Aug 15:00,0,0,1,0,0,9,0,0,0,0,0,0,2,0,574,0,0,0,1,3,0.0,1,-140,27,167,55,True,0,0
Henrikh_Mkhitaryan_18,1,35,1,1,2,43,0,2,25,60.0,2,0,18,0,0,14,0,3,1,14.6,543,63.4,5,2018-08-18T16:30:00Z,18 Aug 17:30,0,0,90,1,1,6,0,0,0,0,9,0,2,0,589659,2,0,1,2,3,23.0,12,-85475,18592,104067,70,False,0,0
Heung-Min_Son_367,0,0,0,0,0,0,0,0,0,0.0,0,0,367,0,0,19,0,0,0,0.0,892,0.0,0,2018-08-18T14:00:00Z,18 Aug 15:00,0,0,0,0,0,9,0,0,0,0,0,0,2,0,149244,0,0,0,1,3,0.0,0,-229900,2254,232154,84,True,0,0
Heurelho_Gomes_373,0,0,0,0,0,0,0,0,0,0.0,0,0,373,0,0,12,0,0,0,0.0,898,0.0,0,2018-08-19T12:30:00Z,19 Aug 13:30,0,0,0,0,0,4,0,0,0,0,0,0,2,0,23020,0,0,0,3,1,0.0,0,-1871,201,2072,45,False,0,0
Hugo_Lloris_351,0,33,0,0,0,16,0,1,27,0.0,0,0,351,0,0,19,0,1,0,1.8,876,17.8,0,2018-08-18T14:00:00Z,18 Aug 15:00,0,0,90,0,0,9,0,0,0,0,7,0,2,2,423812,0,0,0,1,3,0.0,2,-4039,15335,19374,55,True,0,0
Héctor_Bellerín_4,0,46,1,0,0,16,0,5,36,16.8,0,0,4,0,0,14,0,3,0,3.8,529,17.2,1,2018-08-18T16:30:00Z,18 Aug 17:30,0,0,90,0,1,6,0,0,0,0,5,0,2,0,708875,2,1,0,2,3,4.0,1,-62938,12676,75614,55,False,0,0
Hélder_Costa_435,0,14,0,0,0,4,0,1,10,2.3,0,0,435,0,0,17,0,2,0,0.4,960,0.8,0,2018-08-18T14:00:00Z,18 Aug 15:00,0,0,45,0,0,11,0,0,0,0,6,0,2,0,37377,2,1,1,0,2,1.0,1,-4821,1413,6234,50,False,0,0
Ibrahima_Cissé_521,0,0,0,0,0,0,0,0,0,0.0,0,0,521,0,0,19,0,0,0,0.0,1046,0.0,0,2018-08-18T14:00:00Z,18 Aug 15:00,0,0,0,0,0,17,0,0,0,0,0,0,2,0,3072,0,0,0,1,3,0.0,0,523,909,386,45,False,0,0
Idrissa_Gueye_168,0,45,0,0,0,18,0,6,36,2.9,1,0,168,0,0,16,3,1,0,5.6,693,28.2,0,2018-08-18T14:00:00Z,18 Aug 15:00,0,0,90,0,0,16,0,0,0,0,4,0,2,0,29029,0,3,0,1,2,25.0,2,-2389,1175,3564,50,True,0,0
